memberID,id,type,typeId,title,organisation,startMonth,startYear,endMonth,endYear
525,131,Non political,1,Chair,Forestry Commission,,2001.0,,2009.0
525,133,Non political,1,Leader,British Delegation to NATO-PA,,2001.0,,2005.0
525,4801,Public life,2,Freeman,South Tynside M.B.C.,,1998.0,,
525,3632,Non political,1,Lecturer,University of Salford and Manchester,,1965.0,,1970.0
525,3929,Non political,1,Textile Worker,,,1957.0,,1959.0
525,3928,Non political,1,Forester,,,1956.0,,1957.0
546,4449,Political,3,Councillor & Chair of Finance,Torfaen Borough Council,,1973.0,,1987.0
546,4450,Non political,1,Lecturer in History and Politics,Ebbw College of Further Education,,1971.0,,1987.0
547,4374,Public life,2,President,National Library of Wales,,2007.0,,2011.0
547,4373,Public life,2,Pro Chancellor,University of Wales,,2004.0,,2007.0
547,4375,Public life,2,Member,S4C Authority,,2003.0,,2006.0
547,4368,Political,3,Assembly Member,National Assembly for Wales,,1999.0,,2003.0
547,4369,Political,3,Leader of the Opposition,National Assembly for Wales,,1999.0,,2000.0
547,4372,Non political,1,Chair,ADC Ltd,,1980.0,,1991.0
547,4371,Non political,1,Financial Controller,Hoover Ltd,,1971.0,,1974.0
547,4370,Non political,1,Chief Cost Accountant,Mars Ltd,,1969.0,,1971.0
554,2392,Non political,1,Adviser,Tydfil Training Co.,,2001.0,,2012.0
554,2393,Non political,1,Adviser and President,National Training Federation for Wales,,2001.0,,2013.0
554,2394,Public life,2,Chairman,History of Parliament Trust,,,,
565,974,Public life,2,Chancellor ,Glamorgan University,,2011.0,,
565,5615,Political,3,Lord Lieutenant of Dyfed,,,2002.0,,2007.0
565,5614,Political,3,Chancellor,University of South Wales,,2001.0,,2013.0
565,5616,Non political,1,Queen's Counsel,,,1973.0,,
567,4527,Public life,2,Visiting Adjunct Professor,University of Witwatersrand,,2016.0,,
567,4530,Public life,2,Patron,Canon Collins Trust,,2016.0,,
567,4529,Public life,2,Trustee,Listen Charity,,2015.0,,
567,4531,Public life,2,Ambassador,Desmond Tutu Foundation,,2015.0,,
567,4532,Public life,2,Vice-President,Action for Southern Africa (ACSTA),,2015.0,,
567,4528,Public life,2,Chairman,Donald Woods Foundation,,2014.0,,
567,4526,Public life,2,Visiting Professor ,University of South Wales,,2013.0,,
568,4,Political,3,Member,Parliamentary Assembly of the Council of Europe,,2008.0,,
568,5205,Public life,2,Board Member,Mercy Ships,,2005.0,,2010.0
568,6475,Non political,1,Deputy Lieutenant,West Glamorgan,,2005.0,,2015.0
568,5206,Public life,2,Board member,World Vision,,1990.0,,1995.0
568,6476,Public life,2,President,Swansea Male Choir,,1990.0,,
568,5207,Public life,2,Consultant,Royal Society of Chemistry,,1981.0,,1994.0
568,6,Non political,1,Barrister,Lamb Chambers,,1969.0,,1984.0
568,3,Political,3,Councillor,Royal Borough of Kensington and Chelsea,,1968.0,,1974.0
568,2,Non political,1,University Lecturer,University of Swansea,,1964.0,,1966.0
568,5,Non political,1,HM Diplomatic Service,Foreign and Commonwealth Office,,1960.0,,1965.0
568,6493,Public life,2,Vice-President,Morriston Orpheus Choir,,,,
573,6434,Political,3,President,Energy Action Scotland,,2018.0,,
573,5961,Non political,1,Chair,Annington Ltd,,2017.0,,
573,6433,Political,3,President,Carbon Capture and Storage Association,,2016.0,,
573,5962,Non political,1,Chair,Good Governance Group,,2015.0,,2017.0
573,3440,Public life,2,Non Executive Diretor,Offshore Renewable Energy Catapult,,2013.0,,2016.0
573,6432,Non political,1,Trustee,Northcote Scholarship Trust ,,2011.0,,
573,211,Public life,2,Non-Executive Director,Visit Britain,,2010.0,,2014.0
573,212,Public life,2,Member,Independent Review of the Chinook Disaster Mull of Kintyre,,2010.0,,2011.0
573,210,Public life,2,British High Commissioner to Australia,High Commission Canberra,,2005.0,,2009.0
573,3433,Public life,2,Cabinet Minister,Labour Government,,1997.0,,2003.0
573,3436,Public life,2,Member of Parliament,Labour MP,,1994.0,,2005.0
573,3437,Political,3,MP Monklands East,,,1994.0,,1997.0
573,3438,Non political,1,CEO,Business Ventures ,,1992.0,,1994.0
573,208,Non political,1,Director Corporate Affairs,Scottish Daily Record and Sunday Mail Ltd,,1987.0,,1992.0
573,3439,Non political,1,"Director, Public Affairs",Scottish Daily Record and Sunday Mail Ltd,,1986.0,,1992.0
573,205,Non political,1,General Secretary,Labour Party in Scotland,,1975.0,,1986.0
573,207,Non political,1,Economics Correspondent,BBC Scotland,,1974.0,,1975.0
573,206,Non political,1,Head of Economic Department,Scottish Trades Union Congress,,1971.0,,1974.0
579,4305,Public life,2,Chair,Age Scotland,,2016.0,,2019.0
579,179,Public life,2,President,The Caribbean Council,,2011.0,,
579,172,Political,3,MSP,Scottish Parliament,,2007.0,,2011.0
579,182,Public life,2,Chair,GovNet Advisory Board,,2006.0,,2012.0
579,183,Public life,2,Governor,Westminster Foundation for Democracy,,2006.0,,2012.0
579,5299,Public life,2,Chair,The Caribbean Council,,2006.0,,2016.0
579,181,Public life,2,Chair,Heart of Mid Lothian Football Club,,2004.0,,2006.0
579,180,Public life,2,Chair,Caribbean Britain Business Council,,2002.0,,2011.0
579,4302,Political,3,Chair,C.O.S.L.A. Education Committee,,1975.0,,1979.0
579,4304,Public life,2,Council Assessor,Edinburgh University,,1975.0,,1979.0
579,174,Political,3,Councillor,Lothian Regional Council,,1974.0,,1979.0
579,4301,Public life,2,Chair,Lothian Education Committee,,1974.0,,1979.0
579,178,Non political,1,Director,Age Concern Scotland,,1973.0,,1979.0
579,4303,Public life,2,Rector's Assessor,Edinburgh University,,1972.0,,1975.0
579,173,Political,3,Councillor,Edinburgh City Council,,1970.0,,1975.0
579,177,Non political,1,Director,Enterprise Youth,,1970.0,,1973.0
579,176,Non political,1,Director,European League for Economic Cooperation,,1968.0,,1969.0
579,175,Non political,1,President,Scottish Union of Students,,1965.0,,1967.0
620,4584,Non political,1,Advocate,Faculty of Advocates,,1993.0,,
620,4583,Non political,1,Solicitor,Jas. Campbell & Co. WS Ross Haper & Murphy and McCluskey Browne,,1976.0,,1993.0
630,5220,Public life,2,Chair,Regulation Board for Institute of Chartered Acountants of Scotland (ICAS),,2018.0,,
630,5433,Non political,1,Fellow,Royal Society of Edinburgh ,,2018.0,,
630,5219,Public life,2,Chair of Board of Trustees,Reprieve,,2017.0,,
630,1553,Public life,2,Member,Calman Commission on Scottish Devolution,,2008.0,,2009.0
630,1554,Public life,2,Chair,Relationships Scotland,,2008.0,,2010.0
630,1555,Public life,2,Member,Church and Society Council of Church of Scoland,,2007.0,,2010.0
630,5221,Public life,2,Board Member,St Magnus International Festival,,2007.0,,2014.0
630,3614,Political,3,Minister for Enterprise and Lifelong Learning,Scottish Government,,2003.0,,2005.0
630,1548,Political,3,Member of Scotish Parliament for Orkney,Scottish Parliament,,1999.0,,2007.0
630,1549,Political,3,Deputy First Minister ,Scottish Government,,1999.0,,2005.0
630,3613,Political,3,Minister for Justice,Scottish Government,,1999.0,,2003.0
630,5432,Non political,1,Queen's Counsel ,Faculty of Advocates ,,1997.0,,
630,1550,Political,3,Leader,Scottish Liberal Democrats,,1992.0,,2005.0
630,1551,Non political,1,Member,Faculty of Advocates,,1979.0,,
630,1552,Non political,1,Member,Faculty of Advocates,,1970.0,,
635,1233,Public life,2,Council Member,Institute for Fiscal Studies,,2010.0,,
635,1232,Public life,2,Lay Member,General Medical Council,,2009.0,,2012.0
635,1231,Public life,2,Advisory Board member,GovNet Communications,,2008.0,,
635,1234,Public life,2,Non Executive Director,Wise Group ,,2006.0,,
635,1230,Public life,2,Trustee,CentreForum,,1998.0,,2015.0
635,1229,Non political,1,Solicitor,Andrew Haddon Crowe WS,,1976.0,,1983.0
657,2104,Non political,1,Director,Northern Media Group Ltd,,2007.0,,
657,6060,Political,3,Member,Parliamentary Assembly Council of Europe,,1999.0,,2003.0
657,6061,Political,3,Member,British/Irish Parliamentary Assembly,,1999.0,,
657,6062,Political,3,Member,Norhtern Ireland Assembly,,1998.0,,2007.0
657,852,Political,3,Local Councillor,Castlereagh Borough Council,,1993.0,,1997.0
657,2976,Political,3,Member,Council of Europe Parliamentary Assembly,,1990.0,,1997.0
657,2119,Political,3,Member of Parliament,House of Commons,,1983.0,,2001.0
657,855,Political,3,Member of European Parliament,European Parliament,,1979.0,,1989.0
657,856,Political,3,Member of the Legislative Authority,"Northern Ireland Assembly, Stormont",,1977.0,,2002.0
657,859,Public life,2,Chairman,Charles Sheils Charity Homes,,1976.0,,1977.0
657,858,Non political,1,Chairman,Alpha Media Group,,1974.0,,
657,861,Public life,2,Chairman,Gosford Voluntary Housing Association,,1974.0,,2000.0
657,2105,Non political,1,Chairman,West Ulster Estates Ltd,,1974.0,,
657,6056,Non political,1,Chairman,Bramley Apple Restaurant Ltd,,1974.0,,
657,6059,Public life,2,Chairman,Gosford Housing Association Ltd,,1974.0,,2010.0
657,860,Public life,2,"Member, Board of Governors","The Royal School, Armagh",,1973.0,,
657,2974,Public life,2,Member,Charles Shiels Houses,,1973.0,,
657,2975,Public life,2,Member/Elder,Presbyterian Church in Ireland,,1973.0,,
657,6057,Public life,2,Governor,Armagh Protestant Board of Education,,1972.0,,
657,6058,Public life,2,Governor,Charles Sheils Charity Houses,,1972.0,,
657,854,Political,3,Cabinet Minister,"Home Affairs, Northern Ireland",,1970.0,,1972.0
657,853,Political,3,Member of Parliament,Northern Ireland Parliament,,1965.0,,1973.0
657,857,Non political,1,Partner,"GD Taylor and Associates, Architects and Civil Engineers",,1965.0,,1974.0
670,165,Non political,1,High Commissioner,Australia,,2000.0,,2005.0
672,2494,Public life,2,Trustee,Queen Elizabeth Diamond Jubilee Trust,,2012.0,,
672,2490,Public life,2,Chairman,"Ditchley Foundation, Council of Management",,2011.0,,
672,2488,Non political,1,Deputy Chairman,TNK-BP,,2006.0,,2013.0
672,2489,Non political,1,Deputy Chairman,Cable and Wireless PLC,,2004.0,,2006.0
672,2491,Public life,2,Chairman,Commission on Global Road Safety,,2004.0,,
672,2493,Public life,2,Joint President,Chatham House,,2002.0,,2012.0
672,2492,Public life,2,Hon. Colonel,London Scottish Regiment,,2001.0,,
672,2487,Political,3,Secretary General,NATO,,1999.0,,2003.0
679,4119,Public life,2,Patron,David Nott Foundation,,2016.0,,
679,2723,Public life,2,Patron,L’Orchestra du Monde,,2014.0,,
679,2727,Public life,2,Patron,Dept of Twin Research & Genetic Epidemology,,2012.0,,
679,2728,Public life,2,Patron,Country Holidays for City Children (CHICKS),,2012.0,,
679,1735,Public life,2,Honorary Bencher,The Middle Temple,,2011.0,,
679,2730,Public life,2,Patron,Commonwealth Countries League,,2011.0,,2014.0
679,2722,Public life,2,Vice Patron,Education Respite Care for Children (SMILE),,2010.0,,
679,2726,Public life,2,Patron,National Benevolent Fund for Aged,,2009.0,,
679,2725,Public life,2,Patron,Friends of the Elderly,,2004.0,,
679,4595,Public life,2,Honorary Degree - Doctor of Laws (LLD),University of St Andrews,,2003.0,,
679,1730,Non political,1,Author,Betty Boothroyd - The Autobiography,,2001.0,,2001.0
679,4596,Public life,2,Honorary Degree - Doctor of Laws (LLD),University of Leeds,,2001.0,,
679,2724,Public life,2,Patron,London International Orchestra,,2000.0,,
679,2729,Public life,2,Patron,The Loomba Trust,,2000.0,,
679,4593,Public life,2,Honorary Degree - Doctor of the University (D.Univ),Open University,,1995.0,,
679,4594,Public life,2,Honarary Degree - Doctor of Civil Law (DCL),University of Oxford,,1995.0,,
679,1736,Public life,2,Patron,"Memorial Trust, Women of World War II ",,1994.0,,2005.0
679,1737,Public life,2,Chancellor,The Open University,,1994.0,,2007.0
679,4592,Public life,2,Honorary Degree - Doctor of Letters (D.Litt),University of Cambridge,,1994.0,,
679,4591,Public life,2,Honorary Degree - Doctor of Civil Law (DCL) ,University of London,,1993.0,,
679,1729,Political,3,MEP,European Parliament,,1975.0,,1977.0
679,2315,Political,3,Delegate,North Atlantic Assembly,,1974.0,,1974.0
679,1731,Non political,1,Volunteer,J.F Kennedy Presidential Campaign,,1960.0,,1960.0
679,1732,Non political,1,Secretary,U.S Congress,,1960.0,,1962.0
685,458,Political,3,Local Councillor,Berwick-upon-Tweed Borough Council,,2007.0,,2009.0
685,457,Political,3,Local Councillor,Northumberland County Council,,2005.0,,2008.0
685,465,Public life,2,Member,Committee on Standards in Public Life,,2003.0,1.0,2009.0
685,459,Political,3,President,Liberal Democrats Federal Party,,1998.0,,2000.0
685,464,Non political,1,Non-Executive Director,Utilicom Ltd,,1998.0,,2010.0
685,456,Political,3,Local Councillor,Southampton City Council,,1984.0,,1993.0
685,463,Non political,1,Teacher,"English Language Schools, Bornemouth",,1973.0,,1976.0
685,461,Non political,1,Teacher,"Sholing Girls School, Southampton",,1972.0,,1973.0
685,462,Non political,1,Teacher,"Extra-mural department, Stockholm University",,1969.0,,1972.0
685,460,Non political,1,Teacher,"Weston Park Girls School, Southampton",,1966.0,,1969.0
693,3463,Non political,1,Chair,British Council,,2004.0,,2009.0
693,3462,Political,3,Vice President,European Commission,,1999.0,,2004.0
693,3464,Public life,2,President,University of Cardiff,,1998.0,,2009.0
693,3461,Political,3,Member,European Commission,,1995.0,,1999.0
693,3465,Public life,2,Member,BBC Advisory Council,,1976.0,,1980.0
693,3466,Public life,2,Member,Welsh Hospital Board,,1968.0,,1970.0
693,4588,Non political,1,Tutor/Organiser,Workers' Educational Association,,1966.0,,1970.0
709,592,Political,3,President,Richmond (Yorkshire) Conservative Association,,2011.0,,
709,3174,Non political,1,Vice-Chairman,UBS Investment Bank,,2000.0,,2014.0
709,593,Non political,1,Vice President and Commissioner,European Commission,,1989.0,,1999.0
722,2129,Political,3,Governor and Commander in Chief,BERMUDA,,1992.0,,1997.0
722,2131,Non political,1,Recorder,Crown Court,,1971.0,,1990.0
722,2132,Non political,1,Queen's Counsel,,,1971.0,,
738,2016,Non political,1,University Professor,Liverpool John Moores,,1997.0,,2016.0
738,2019,Public life,2,Foundation Governor,Liverpool Bluecoat School,,1995.0,,
738,2018,Public life,2,Co-founder,Jubilee Campaign,,1986.0,,
738,2015,Non political,1,Member of Parliament,House of Commons,,1979.0,,1997.0
738,2017,Non political,1,Author and Writer,Books and newspaper columns,,1979.0,,
738,2020,Public life,2,Trustee or Patron,Various charities and voluntary organizations ,,1979.0,,
738,2011,Political,3,Deputy Leader,Liverpool City Council,,1977.0,,1979.0
738,2014,Non political,1,Teacher,Sefton District Council,,1974.0,,1979.0
738,2012,Political,3,County Councillor,Merseyside County Council,,1973.0,,1977.0
738,2010,Political,3,City Councillor,Liverpool City Council,,1972.0,,1980.0
738,2013,Non political,1,Teacher,Lancashire County Council,,1972.0,,1974.0
778,4768,Non political,1,President,Africa Matters Limited,,2016.0,,
778,4262,Public life,2,Chairman,Medicines for Malaria Venture,,2006.0,,2012.0
778,2008,Non political,1,Director (Non Exec),Unilever plc,,1998.0,,2007.0
778,2009,Non political,1,Director (Non Exec),Group Five Construction (PTY) Ltd. South Africa,,1998.0,,2012.0
778,4260,Non political,1,Director (Non Exec),Ashanti Goldfields Ltd,,1998.0,,2007.0
778,4261,Non political,1,Chairman,London School of Hygiene & Tropical Medicine,,1998.0,,2006.0
778,2007,Non political,1,Chairman,Africa Matters Limited,,1997.0,,2016.0
783,4764,Non political,1,President,International Association of Athletics Federations,,2015.0,,
783,2032,Non political,1,Chairman,CSM Sports and Entertainment,,2013.0,,
783,2028,Political,3,Ambassador,Olympic Legacy,,2012.0,,
783,2031,Non political,1,Chairman,British Olympic Association ,,2012.0,,2016.0
783,2030,Non political,1,Chairman,LOCOG,,2005.0,,2013.0
783,2029,Non political,1,Chairman,London 2012 Olympic and Paralympic Bid,,2004.0,,2005.0
787,1942,Political,3,Opposition Chief Whip (Lords),House of Lords,,2001.0,,2007.0
787,2599,Non political,1,Chartered Accountant,,,1963.0,,
802,5823,Public life,2,Author of 4 books,,,2020.0,,
802,5820,Public life,2,President,Veterans Housing Scotland 2020,,2019.0,,2020.0
802,4721,Political,3,Chairman,Scottish Peers Association,,2016.0,,2017.0
802,5785,Non political,1,Chairman of Scottish Peers Association,House of Lords,,2016.0,,2017.0
802,2224,Public life,2,Lord High Commissioner,Church of Scotland,,2012.0,,2013.0
802,5821,Public life,2,Member of Calman Commission,Commission on Scottish Devolution,,2008.0,,2009.0
802,5819,Public life,2,President,The Scottish Veterans' Garden City Association,,2007.0,,2019.0
802,5822,Public life,2,Patron ,Hope and Homes for Children,,2007.0,,2020.0
802,6055,Non political,1,Director,Lennoxlove House Limited,,2004.0,,2022.0
802,4723,Public life,2,Hon. Air Commodore,No. 603 (City of Edinburgh) Squadron 2000-2015,,2000.0,,2015.0
802,5787,Non political,1,Chairman of Trustees,Selkirk Charitable Trust,,1998.0,,
802,2223,Public life,2,Life Peer,House of Lords,,1997.0,,
